,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,meanRR,meanRG,meanRB,StdDevRR,StdDevRG,StdDevRB,skewRR,skewRG,skewRB,kurtosisRR,kurtosisRG,kurtosisRB,entropyRR,entropyRG,entropyRB,meanH,meanS,meanV,StdDevH,StdDevS,StdDevV,skewH,skewS,skewV,kurtosisH,kurtosisS,kurtosisV,entropyH,entropyS,entropyV,meanL,meanA,meanB,StdDevL,StdDevA,StdDevB,skewL,skewA,skewB,kurtosisL,kurtosisA,kurtosisB,entropyL,entropyA,entropyB,meanY,meanCb,meanCr,StdDevY,StdDevCb,StdDevCr,skewY,skewCb,skewCr,kurtosisY,kurtosisCb,kurtosisCr,entropyY,entropyCb,entropyCr,meanXX,meanYY,meanZZ,StdDevXX,StdDevYY,StdDevZZ,skewXX,skewYY,skewZZ,kurtosisXX,kurtosisYY,kurtosisZZ,entropyXX,entropyYY,entropyZZ,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,ALLdaub4H,ALLdaub4S,ALLdaub4V,ALLdaub4L,ALLdaub4a,ALLdaub4b,ALLdaub4Y,ALLdaub4Cb,ALLdaub4Cr,ALLdaub4XX,ALLdaub4YY,ALLdaub4ZZ,CLASS
30926,4997,304.648,137.2875,47.1215,0.9393,79.7645,0.975,5125,0.5817,2.9135,0.6766,0.581,0.0275,0.0094,0.3376,0.9835,201.2215,203.1179,211.6226,13.1182,13.2436,13.8299,-2.2838,-2.4975,-2.4952,14.2911,14.8162,14.467,-2158075904,-2202822144,-2409647872,0.6364,0.0497,0.8299,0.0335,0.0124,0.0542,-3.9692,-0.2588,-2.4949,80.1494,3.0349,14.4662,1818.6886,76.4874,1246.5803,208.4471,128.4347,123.4745,12.3514,0.74,1.293,-2.6288,0.575,0.3305,15.7039,3.5062,2.9932,-2329049600,-800478272,-733915136,190.7685,132.0036,126.4094,11.3652,1.2329,0.6908,-2.4515,0.0669,1.0847,14.7256,2.8022,3.3243,-1918495104,-850417024,-772891008,0.5772,0.6032,0.7101,0.076,0.0794,0.0937,-1.4137,-1.4518,-1.5361,10.2412,10.3143,10.0786,1779.5969,1780.6897,1631.2311,100.5733,101.5212,105.776,0.3183,0.0249,0.4148,104.1908,64.2174,61.7358,95.354,66.0033,63.2045,0.2883,0.3013,0.3547,Jasmine
47137,7606,419.928,200.5251,48.9955,0.9697,98.4086,0.9728,7819,0.4268,4.0927,0.542,0.4908,0.0264,0.0064,0.2408,0.9857,216.5567,215.8595,241.8571,17.982,17.8726,16.8733,-1.1706,-1.2708,-3.4087,7.565,7.8616,16.8837,-3870169856,-3842782976,-4913545216,0.6739,0.1091,0.9485,0.0268,0.0368,0.0662,-6.4348,-0.8876,-3.41,222.4999,2.8917,16.8896,2716.0242,418.8923,633.5726,221.5835,131.945,115.2409,16.2316,1.4181,4.4694,-1.5452,-0.5836,0.8624,9.0082,3.1779,2.7531,-4061329152,-1293213056,-960906176,204.12,139.3187,126.3088,15.0684,3.9949,1.0799,-1.5218,-0.8557,0.2572,8.7666,2.7346,2.8328,-3394442240,-1459191040,-1174428928,0.6965,0.7081,0.9447,0.1123,0.1196,0.1284,-0.9004,-0.6191,-2.587,6.0779,5.395,11.6244,2463.0913,2392.4729,446.5959,108.3045,107.9553,120.9582,0.337,0.0546,0.4743,110.8158,65.9718,57.6182,102.0829,69.6621,63.1542,0.3484,0.3542,0.4725,Basmati
71345,7744,444.552,212.6581,48.2271,0.9739,99.2974,0.9535,8122,0.7794,4.4095,0.4924,0.4669,0.0275,0.0062,0.218,0.9614,214.2381,214.4155,243.237,17.9689,17.9361,14.1294,-0.3032,-0.3634,-4.3672,5.3968,5.4995,28.9693,-3849566208,-3856348160,-5055711232,0.6672,0.1214,0.9539,0.0197,0.0486,0.0554,-2.1337,-0.6654,-4.3688,200.0465,2.2359,28.9797,2783.6633,508.5808,600.9455,220.3089,132.1286,113.6639,15.9076,1.8762,5.821,-0.6536,-0.3977,0.7022,6.8547,2.4028,2.2892,-4082528256,-1320867456,-950384320,202.9079,140.6429,125.7606,14.7169,5.1131,1.1804,-0.6455,-0.7499,0.2234,6.7175,2.332,2.6922,-3410548992,-1517928576,-1184337152,0.6878,0.698,0.9523,0.1112,0.1224,0.109,-0.1434,0.1171,-2.8165,4.5571,3.8268,16.2876,2530.5007,2449.6794,443.9157,107.0188,107.1042,121.5247,0.3336,0.0608,0.4766,110.0631,66.0648,56.8262,101.3675,70.3233,62.8816,0.3432,0.3483,0.4754,Basmati
17362,7666,330.522,129.5428,75.9483,0.8101,98.796,0.9843,7788,0.6696,1.7057,0.8818,0.7627,0.0169,0.0099,0.5816,0.9921,226.7041,226.028,230.8697,18.5133,18.8105,17.4663,-1.647,-1.6014,-1.8393,6.5574,6.3122,7.6631,-4309870080,-4283232768,-4479355392,0.6758,0.0215,0.9054,0.0731,0.0146,0.0685,-8.6619,0.8865,-1.8396,80.2569,3.0112,7.6637,2691.3347,34.5299,1152.2401,229.506,128.6985,125.7357,17.0253,0.7132,1.4641,-1.7023,0.7715,-0.845,6.9062,3.2567,2.662,-4420577792,-1233598592,-1171969280,210.7531,130.0001,128.0004,15.9158,1.2619,0.0198,-1.6458,1.3158,50.5079,6.5503,3.9978,2552.4729,-3670242048,-1261389056,-1218835840,0.739,0.7721,0.8713,0.123,0.1307,0.1369,-1.2374,-1.2043,-1.3576,4.4347,4.2963,4.9714,2273.78,2060.1079,1235.9941,113.2974,112.9592,115.3772,0.3378,0.0108,0.4525,114.7044,64.3482,62.869,105.3302,64.999,64.0004,0.3691,0.3857,0.4352,Arborio
44754,10290,402.99,163.9481,81.1287,0.869,114.4624,0.9734,10571,0.7087,2.0208,0.7962,0.6982,0.0159,0.0079,0.4874,0.985,238.2155,239.7821,236.1168,10.4902,10.1414,10.0322,-3.4495,-4.184,-3.638,26.3297,32.5546,29.3524,-6407491584,-6498562048,-6283849216,0.2184,0.0159,0.9405,0.0981,0.0075,0.0398,0.035,-0.4633,-4.1838,7.6574,3.1645,32.5397,1521.7926,24.9351,1072.2963,240.966,127.1301,129.4392,9.2575,0.6152,0.834,-4.1749,-0.2054,0.6208,33.1032,3.3487,4.0371,-6566212608,-1611641216,-1676962944,221.1501,126.6327,127.4183,8.7887,0.7052,0.7451,-3.8845,-0.0483,-0.2746,30.2081,3.5926,2.5399,-5444886528,-1597774720,-1619734400,0.8181,0.867,0.9206,0.0716,0.0749,0.08,-2.5977,-2.8136,-2.4566,18.7616,20.0803,18.8839,2638.3911,2062.3054,1266.9099,119.0298,119.8132,117.9798,0.1092,0.008,0.4699,120.4116,63.5653,64.72,110.509,63.3161,63.7093,0.4085,0.4329,0.4597,Ipsala
37969,8455,360.885,144.5025,75.3793,0.8532,103.7557,0.9775,8650,0.7933,1.917,0.8158,0.718,0.0171,0.0089,0.5156,0.9883,225.7931,225.7592,229.6823,26.333,26.5771,24.8272,-1.1196,-1.1213,-1.2904,3.9498,3.9454,4.5136,-4752890880,-4752849920,-4921668608,0.5584,0.0194,0.9008,0.2418,0.0156,0.0974,-1.8283,0.7979,-1.2899,4.4374,3.2042,4.5106,2562.3914,34.7922,1218.2246,228.9176,128.4123,126.0771,24.0993,0.6429,1.5632,-1.2006,1.3935,-0.7065,4.255,4.4469,2.7612,-4882339840,-1353886848,-1300379392,210.2655,129.7231,127.649,22.5688,1.3704,0.4773,-1.1405,0.8204,-0.6242,4.0093,3.2175,1.3897,-4057127168,-1384715648,-1336176384,0.7408,0.7761,0.8697,0.1745,0.1852,0.1938,-0.7833,-0.7649,-0.8936,2.7745,2.7256,3.0604,2206.0427,1903.887,974.7289,112.9015,112.8836,114.8471,0.2796,0.0097,0.4504,114.4629,64.2066,63.0375,105.1357,64.8623,63.8246,0.3705,0.3881,0.4349,Arborio
22919,8661,467.479,224.434,50.4188,0.9744,105.012,0.975,8883,0.4513,4.4514,0.498,0.4679,0.0259,0.0058,0.2189,0.9745,211.1899,219.6577,227.399,14.859,14.5999,14.7678,-1.4231,-2.13,-2.7844,10.6546,14.0142,16.5385,-4161501952,-4531820032,-4886753280,0.5478,0.0774,0.8959,0.1049,0.0283,0.0554,-2.3131,-0.4224,-3.0699,7.6225,2.2319,19.2788,2991.8052,281.5791,1458.5677,222.1803,126.2178,123.1436,13.3262,1.1729,3.845,-2.2617,0.0366,1.1565,15.0961,4.6003,3.9074,-4641521664,-1335225856,-1265976064,203.236,132.6767,123.7761,12.3782,3.5731,1.4783,-2.0869,-1.1145,0.7789,13.97,3.7389,3.222,-3820297728,-1491838720,-1278976640,0.6678,0.7091,0.8356,0.0906,0.097,0.1078,-1.0262,-1.0252,-1.7665,8.4517,8.2977,10.3751,2972.0652,2815.9163,1925.3096,105.5354,109.7604,113.6342,0.2737,0.0387,0.4477,111.0282,63.1118,61.5716,101.5614,66.3381,61.8905,0.3335,0.3542,0.4174,Basmati
10775,16516,508.053,204.9117,103.8076,0.8622,145.0132,0.9718,16996,0.7711,1.974,0.8041,0.7077,0.0124,0.0063,0.5008,0.9886,229.1628,228.6122,226.1277,10.4859,10.2751,10.2213,-3.0306,-3.2144,-3.0971,21.5817,23.1443,22.354,-9452079104,-9401673728,-9180214272,0.0907,0.0133,0.8988,0.114,0.0175,0.0411,3.9441,1.5786,-3.0362,29.5767,4.9498,21.6078,783.4482,50.1616,2771.0798,231.4423,127.935,129.3165,9.3957,0.3947,1.7284,-3.3376,-0.2392,1.5278,24.297,11.0002,4.8104,-9653178368,-2622994176,-2686476800,212.2463,126.803,128.4849,8.8171,1.5563,0.8053,-3.2136,-1.5837,1.8886,23.1188,5.0295,6.7597,-7990038016,-2572536320,-2648030208,0.7424,0.7824,0.8343,0.0686,0.0724,0.0773,-2.1751,-2.172,-2.1025,15.3569,15.2835,15.4043,5248.2437,4758.5493,3919.7742,114.5444,114.2692,113.0269,0.0454,0.0066,0.4493,115.6867,63.9674,64.6582,106.0916,63.4015,64.2424,0.371,0.391,0.4169,Ipsala
2200,15319,501.272,215.2131,91.3039,0.9055,139.6594,0.9867,15526,0.7185,2.3571,0.7661,0.6489,0.014,0.006,0.4211,0.9926,229.647,228.454,225.1452,10.1723,10.1138,10.2704,-2.8894,-2.7931,-2.3787,22.8468,22.5468,20.1741,-8806090752,-8706473984,-8434704384,0.1256,0.0198,0.9007,0.0926,0.0116,0.0399,7.0845,1.4951,-2.8874,61.7214,6.2791,22.8243,942.1262,56.3567,2533.7183,231.3782,128.0015,129.7284,9.2205,0.3732,1.1826,-2.9731,0.0018,1.8444,23.9736,13.8085,8.0699,-8947482624,-2435678208,-2508996096,212.19,126.3276,129.0416,8.6921,1.0622,0.5519,-2.8014,-1.5525,1.0161,22.5732,6.8996,8.1902,-7406224384,-2366148864,-2479584768,0.7421,0.7817,0.8272,0.0688,0.0724,0.0791,-1.611,-1.6184,-1.2576,14.6939,14.7141,13.4052,4867.4902,4419.6138,3736.1172,114.7973,114.2013,112.5483,0.0628,0.0099,0.4502,115.665,64.0006,64.8635,106.0734,63.1643,64.5205,0.3709,0.3907,0.4134,Ipsala
74216,15304,492.324,200.32,98.7514,0.87,139.591,0.9762,15677,0.6748,2.0285,0.7934,0.6968,0.0131,0.0065,0.4856,0.985,239.8881,242.6736,238.7761,9.1807,8.8388,8.9675,-3.9379,-5.2013,-4.0717,34.2883,45.5035,36.2542,-9670517760,-9915482112,-9572288512,0.2603,0.0175,0.9517,0.1108,0.0073,0.0346,-0.7478,-1.2271,-5.2095,3.5352,3.5707,45.6403,2808.2507,42.7136,1322.0212,243.2421,126.7209,129.3454,8.0656,0.7921,0.748,-5.0443,0.1328,0.0042,44.9673,2.2444,3.4392,-9963405312,-2380002816,-2490085888,223.2644,126.6844,126.8925,7.6705,0.6915,0.857,-4.6791,0.4126,0.1826,40.8903,2.7894,1.438,-8263954432,-2378460416,-2387139840,0.8357,0.8881,0.9438,0.0632,0.0658,0.0723,-3.1677,-3.58,-2.8452,25.4607,28.3598,23.5542,3687.6648,2696.5393,1360.6538,119.9456,121.3377,119.3912,0.13,0.0088,0.4758,121.6218,63.3607,64.6717,111.6339,63.3431,63.4466,0.4179,0.4441,0.4719,Ipsala
56583,5271,323.714,146.3145,46.5249,0.9481,81.9222,0.9705,5431,0.4787,3.1449,0.6321,0.5599,0.0278,0.0088,0.3135,0.9859,195.1195,200.2404,217.4544,16.6796,17.0619,18.8612,-1.7136,-1.8243,-1.9389,8.2516,8.4294,8.5084,-2136272384,-2260761600,-2708456704,0.6278,0.1025,0.8528,0.0245,0.0144,0.074,-16.0884,-1.6753,-1.9386,412.3293,8.876,8.5079,1929.6963,254.226,1147.3035,205.6067,128.6439,118.7422,15.9824,0.947,1.6508,-1.9282,-0.1469,1.4846,8.9224,5.2626,6.698,-2391765760,-847431552,-710222592,188.3297,136.3218,124.303,14.7005,1.5047,0.8599,-1.8118,-1.5585,1.0785,8.3873,6.5392,5.9828,-1973814272,-963046976,-785607424,0.5642,0.5868,0.7502,0.0973,0.101,0.1304,-1.1119,-1.1124,-1.2635,5.9743,6.0024,6.0178,1836.2545,1839.853,1504.6041,97.527,100.0783,108.6853,0.3141,0.0512,0.4262,102.764,64.3235,59.3708,94.1341,68.1601,62.1559,0.2819,0.2932,0.3749,Jasmine
737,5101,313.194,138.9053,47.8701,0.9387,80.5903,0.9648,5287,0.4844,2.9017,0.6535,0.5802,0.0272,0.0094,0.3366,0.9767,225.8445,225.959,234.0314,12.5824,12.6123,12.6501,-2.2006,-2.1886,-2.9124,16.0144,15.9511,18.5363,-2831376384,-2834554112,-3059606272,0.6565,0.0356,0.9178,0.0619,0.0102,0.0496,-8.5537,-1.1579,-2.9118,90.6004,4.1856,18.5369,1824.0015,45.1483,703.2816,229.5344,128.7761,123.8943,11.4911,0.5176,1.2803,-2.4238,-0.1684,1.2406,17.3636,3.7696,4.1642,-2931176704,-821919808,-754822144,210.7371,131.3199,127.1343,10.8162,1.1218,0.3439,-2.2666,-0.9982,2.2173,16.2131,3.1726,6.1885,-2432336640,-858217792,-798970048,0.7368,0.768,0.8913,0.0847,0.0891,0.0988,-1.2887,-1.1706,-1.8561,10.6113,10.3478,11.9265,1608.7986,1492.9344,803.3742,112.7665,112.8248,116.8571,0.3282,0.0178,0.4583,114.6272,64.3876,61.9486,105.2364,65.6581,63.5674,0.3673,0.3829,0.4443,Jasmine
7276,5103,337.936,158.1423,42.1471,0.9638,80.6061,0.9674,5275,0.4575,3.7522,0.5615,0.5097,0.031,0.0083,0.2598,0.9748,205.5885,203.6373,216.3186,13.675,13.7142,13.4496,-0.3118,-0.2184,-0.9662,10.0518,9.7932,11.9122,-2310444288,-2263066624,-2580461824,0.6918,0.0588,0.8483,0.0248,0.012,0.0527,-25.0889,-1.1667,-0.9653,712.5517,5.9546,11.9112,1795.4142,102.1642,1171.0354,209.961,130.6831,121.9663,12.5759,0.7065,1.2705,-0.484,-1.3805,0.7977,10.7588,4.5269,5.5438,-2416701440,-849351744,-729418880,192.6435,133.1566,128.0022,11.7229,1.1688,0.0464,-0.3334,-0.8123,21.4676,10.0517,5.6876,461.8713,-2002064512,-885255872,-811363008,0.5966,0.6145,0.7426,0.0871,0.0913,0.1017,0.6375,0.7338,0.2229,7.4812,7.4451,7.7448,1798.8177,1788.519,1548.5844,102.8626,101.8866,108.2218,0.3459,0.0294,0.4244,105.0399,65.3407,60.9871,96.3772,66.5765,64.0016,0.2988,0.3078,0.3718,Jasmine
56475,18091,551.206,229.8749,101.9086,0.8964,151.7701,0.968,18690,0.7279,2.2557,0.7482,0.6602,0.0127,0.0056,0.4359,0.9833,242.0133,244.8143,242.0833,11.3272,11.0315,11.2183,-3.733,-4.6737,-3.935,26.0424,32.7956,27.5636,-11664399360,-11958510592,-11671108608,0.2618,0.0138,0.9601,0.1516,0.0082,0.0432,-0.6319,-0.6763,-4.6776,2.5959,1.9975,32.8333,3387.71,36.8737,1265.6371,245.2489,126.8496,128.8043,10.0471,0.8389,0.6053,-4.5894,0.2186,0.2995,32.7862,1.6616,3.3518,-11999593472,-2819750400,-2916418304,225.2758,127.2031,126.838,9.5343,0.587,0.8874,-4.3482,-0.0753,0.3201,30.4494,2.6212,1.4005,-9969866752,-2837031168,-2819197696,0.8552,0.9076,0.9733,0.0784,0.0817,0.0902,-3.1645,-3.4875,-2.9982,19.9,21.8601,18.9483,3866.0659,2580.5049,526.7243,121.0094,122.4094,121.044,0.1306,0.0069,0.48,122.6273,63.425,64.4022,112.64,63.6016,63.4191,0.4276,0.4538,0.4866,Ipsala
68725,7319,439.502,211.7176,44.7953,0.9774,96.5341,0.9693,7551,0.4143,4.7263,0.4761,0.456,0.0289,0.0061,0.2079,0.9826,218.4248,222.1388,238.9604,19.0202,18.9083,14.1114,-0.1046,-0.1813,-2.6825,3.6033,3.7713,17.2082,-3798162688,-3939005440,-4597579776,0.619,0.0868,0.9372,0.0684,0.0445,0.0552,-5.0527,-0.351,-2.6658,42.79,1.7156,17.055,2638.9065,300.1027,772.7622,225.8243,129.1649,119.1775,16.7154,1.6037,5.0658,-0.3327,0.0117,0.3121,4.4132,2.0443,1.7389,-4074040320,-1187386496,-996285952,207.4738,135.8563,125.0217,15.5855,4.4036,1.2221,-0.3142,-0.3612,0.7735,4.333,1.752,2.6422,-3385842432,-1328796928,-1104887936,0.7146,0.7428,0.926,0.1235,0.136,0.1166,0.0485,0.1573,-1.334,3.0853,2.7706,8.185,2253.5071,2075.79,695.3451,109.2167,111.0678,119.4767,0.3096,0.0434,0.4686,112.9143,64.5839,59.5909,103.7357,67.9258,62.5139,0.3572,0.3713,0.4629,Basmati
55053,13646,460.074,187.3876,93.4176,0.8669,131.8129,0.9855,13847,0.6092,2.0059,0.8101,0.7034,0.0137,0.0068,0.4948,0.9925,232.0295,228.4672,216.7612,11.5169,11.3158,13.8466,-1.9693,-1.7857,-1.2226,13.1371,13.3363,8.0246,-8028299776,-7761492480,-6933213696,0.1286,0.0657,0.91,0.0305,0.0424,0.0451,10.8256,1.2206,-1.9481,270.2495,4.186,13.0477,929.5313,372.7307,2054.583,231.4812,127.7442,134.3334,10.2469,0.7922,4.0364,-1.963,-0.6813,1.2598,14.2387,5.8161,4.4768,-7981852672,-2160149504,-2416243712,211.9642,122.3282,130.5081,9.723,3.7177,1.5432,-1.816,-1.1633,0.9133,13.3077,4.1553,3.529,-6585638912,-1965444352,-2264889088,0.7395,0.782,0.7706,0.0783,0.0826,0.1001,-0.984,-0.9633,-0.5379,9.2855,9.2862,6.7053,4311.2944,3879.1855,3893.6665,116.0058,114.2262,108.3702,0.0642,0.0329,0.455,115.7316,63.8719,67.1689,105.9753,61.1629,65.2527,0.3697,0.391,0.3853,Ipsala
59007,6158,288.945,111.0086,70.9907,0.7688,88.5472,0.9877,6235,0.7105,1.5637,0.9269,0.7977,0.018,0.0115,0.6363,0.9949,198.9521,200.5539,219.7998,14.0535,14.1347,15.9469,-2.527,-2.6651,-2.8028,15.3492,15.9396,15.4289,-2596679424,-2642569984,-3230066688,0.6541,0.0953,0.862,0.0148,0.0151,0.0625,0.2552,-1.2273,-2.8025,4.4235,5.4427,15.4281,2233.9395,265.7096,1297.8405,206.797,130.2556,118.1195,13.3322,0.9816,1.9293,-2.8499,-0.1977,0.9541,17.1087,3.1352,4.5982,-2822996736,-1017604480,-820234880,189.7134,136.7934,125.7632,12.2326,1.727,0.8081,-2.6797,-1.1214,0.3003,15.9058,4.7651,3.9514,-2337475840,-1133758848,-941766528,0.5763,0.5928,0.7648,0.0808,0.083,0.1089,-1.613,-1.5783,-1.8289,9.9442,10.0111,9.8771,2185.8408,2188.2793,1767.9465,99.4644,100.2629,109.883,0.3271,0.0477,0.4309,103.3843,65.129,59.0613,94.8467,68.3951,62.8831,0.2881,0.2963,0.3823,Karacadag
26796,6992,322.331,128.3823,70.2041,0.8372,94.353,0.9812,7126,0.6831,1.8287,0.8457,0.7349,0.0184,0.01,0.5401,0.9877,205.3307,204.4326,209.1629,17.7558,17.8022,17.6604,-0.7909,-0.7836,-0.7756,4.6928,4.642,4.7942,-3169232128,-3139408640,-3298583552,0.6863,0.0228,0.8202,0.0923,0.0096,0.0693,-6.6922,0.4008,-0.7754,50.3594,4.7147,4.7941,2399.5464,30.474,1778.6671,209.9178,128.8384,125.9007,16.4031,0.4566,0.9649,-0.8719,-0.3847,-0.738,5.052,4.9956,4.2413,-3320369152,-1127811584,-1071919680,192.2775,129.8262,128.0711,15.2734,0.7216,0.257,-0.7847,1.3543,3.3376,4.6574,9.3621,12.1429,-2740825344,-1147000320,-1113035520,0.5913,0.617,0.6984,0.1091,0.1145,0.1269,-0.3162,-0.3162,-0.3018,3.1875,3.1713,3.2261,2411.6533,2389.7871,2197.8054,102.623,102.1744,104.5364,0.343,0.0114,0.4099,104.9154,64.4189,62.9511,96.1035,64.9112,64.0356,0.2954,0.3083,0.349,Arborio
28568,6876,325.82,134.4364,65.7325,0.8723,93.5671,0.9806,7012,0.6821,2.0452,0.8139,0.696,0.0196,0.0096,0.4844,0.9907,213.9603,213.4037,216.6091,19.6529,19.762,19.5347,-1.3003,-1.2757,-1.3219,5.8444,5.7466,5.9682,-3414274560,-3395483392,-3506001152,0.5253,0.0159,0.8499,0.2992,0.0134,0.0765,-1.0592,0.7788,-1.3427,2.3422,3.3652,6.0389,1784.3884,20.7345,1511.4763,217.8975,128.5294,126.559,18.1362,0.5937,1.4024,-1.3882,0.5894,-0.588,6.3189,3.238,3.1784,-3546361088,-1103254144,-1066426752,199.7586,129.2766,128.0372,16.9219,1.2045,0.1893,-1.2821,0.5776,4.8886,5.7835,4.1861,24.8968,-2933407744,-1117547520,-1093929088,0.6487,0.679,0.7583,0.1233,0.1298,0.1421,-0.778,-0.7671,-0.7956,3.5975,3.5607,3.6774,2294.6572,2211.2021,1865.6588,106.9586,106.6805,108.2841,0.2632,0.008,0.4249,108.9292,64.2642,63.2788,99.8625,64.6383,64.0186,0.3243,0.3394,0.379,Arborio
59774,6096,355.374,166.3707,47.1604,0.959,88.1003,0.9709,6279,0.4427,3.5278,0.6066,0.5295,0.0273,0.0077,0.2804,0.9892,201.5807,202.9001,214.0243,13.0504,13.0294,13.573,-1.6868,-1.9005,-2.2908,12.4537,13.0854,14.0711,-2642833152,-2680591360,-3012106752,0.649,0.0589,0.8393,0.0402,0.0114,0.0532,-12.2995,-1.6317,-2.2907,200.1323,6.4033,14.071,2206.5422,121.9773,1460.5991,208.5376,129.0924,122.3996,12.1476,0.6077,0.9866,-2.0631,0.3512,2.235,13.9761,4.713,9.3141,-2843580160,-987579456,-878157632,191.001,133.2654,126.4096,11.2248,1.1448,0.7205,-1.8895,-1.7397,0.901,13.0244,5.7747,3.1622,-2346420736,-1059421056,-942880384,0.5806,0.6038,0.7259,0.0774,0.0806,0.0946,-0.8498,-0.8327,-1.2512,8.9445,8.9703,9.3905,2168.6238,2167.8608,1937.0121,100.6604,101.3191,106.8824,0.3245,0.0295,0.4191,104.1474,64.5471,61.1994,95.3866,66.634,63.2047,0.2896,0.3011,0.3621,Jasmine
41691,5052,329.165,150.3523,44.4336,0.9553,80.2023,0.9603,5261,0.4346,3.3838,0.5859,0.5334,0.0298,0.0088,0.2845,0.9628,212.9159,212.0713,225.0137,13.0234,12.9251,12.9349,-0.4389,-0.503,-1.0955,9.7585,10.0073,11.2193,-2467273728,-2445839104,-2782432256,0.6768,0.0576,0.8824,0.0256,0.0115,0.0507,-17.3433,-0.8562,-1.0955,486.8856,7.4496,11.2194,1801.6401,97.7275,949.1282,217.4388,130.0905,121.5982,11.8224,0.6317,1.299,-0.6919,0.3411,0.9944,10.7828,5.6111,7.1223,-2580710144,-832470272,-717330176,199.6279,133.4743,127.209,11.1031,1.1795,0.4158,-0.5666,-0.671,1.5872,10.0954,6.5624,3.9854,-2141104256,-881025728,-792325440,0.6491,0.6705,0.811,0.0862,0.09,0.1021,0.3297,0.3988,-0.0948,7.1074,7.1724,7.2071,1759.3126,1725.2162,1257.7688,106.4586,106.0343,112.5061,0.3385,0.0288,0.4412,108.7175,65.0467,60.7986,99.8142,66.7378,63.6062,0.3246,0.3353,0.4055,Jasmine
5866,8650,355.015,144.5134,76.4919,0.8484,104.9453,0.9833,8797,0.6867,1.8893,0.8624,0.7262,0.0167,0.0088,0.5274,0.9963,222.1124,221.9325,227.6815,15.6708,15.6268,14.9936,-1.5169,-1.6118,-1.8004,8.1792,8.499,9.7602,-4640646656,-4632313344,-4894622208,0.6686,0.0271,0.8929,0.0473,0.0102,0.0588,-8.1228,1.3543,-1.7991,114.9288,4.7902,9.7509,3081.8562,49.4942,1482.484,225.8044,128.6969,125.2413,14.2531,0.6351,1.1747,-1.7147,0.5848,-1.1282,9.169,3.5262,3.7443,-4804791296,-1391890944,-1310871040,207.2329,130.4214,127.5175,13.3695,0.9739,0.5002,-1.6038,1.5429,-0.0643,8.5356,4.7357,1.019,-3983829248,-1433418880,-1363890304,0.7072,0.7387,0.8415,0.103,0.1084,0.1167,-0.9581,-0.9611,-1.0966,5.4921,5.4431,6.1356,2796.8037,2628.1626,1816.1499,111.0361,110.9466,113.817,0.3342,0.0136,0.4463,112.8844,64.3474,62.6223,103.5998,65.2078,63.759,0.3535,0.3692,0.4206,Arborio
47184,6627,401.679,194.6599,43.7634,0.9744,91.8573,0.9811,6755,0.8393,4.448,0.5161,0.4719,0.0294,0.0066,0.2227,0.9905,227.5126,228.4624,243.6563,15.9655,16.5509,15.0017,-1.876,-1.8049,-3.4605,10.1182,9.5098,18.5765,-3746587392,-3782371328,-4345070080,0.6523,0.0678,0.9555,0.0365,0.0253,0.0588,-5.6135,-0.0096,-3.4607,98.5527,3.0789,18.5774,2393.2749,174.4025,487.521,231.986,129.6771,120.3371,14.7755,1.3016,3.1505,-2.064,0.5437,0.0435,11.0797,3.2932,3.0287,-3905056512,-1084470400,-920235968,213.4447,134.805,126.3306,13.7899,2.7508,0.6889,-2.0281,-0.1332,1.4499,10.7009,2.9715,4.6789,-3255765760,-1181763584,-1023594624,0.7652,0.7925,0.9703,0.1071,0.1156,0.1191,-1.443,-1.2286,-2.5865,7.1297,6.269,12.1217,1902.2861,1724.7678,123.1298,113.684,114.1601,121.7599,0.3262,0.0339,0.4775,115.9251,64.8388,60.1662,106.6623,67.405,63.1638,0.3822,0.3958,0.4847,Basmati
50731,5070,309.517,140.9342,46.3269,0.9444,80.345,0.979,5179,0.4782,3.0422,0.665,0.5701,0.0278,0.0091,0.325,0.9887,201.1246,201.4351,208.5712,12.3744,12.4056,12.7309,-2.0981,-2.2146,-2.1953,15.3465,15.5647,14.976,-2186021376,-2193428992,-2366807296,0.6531,0.0366,0.8179,0.0497,0.011,0.0499,-10.3833,0.4995,-2.1942,136.2392,3.3941,14.978,1825.5631,47.0551,1331.8268,207.0996,128.5994,124.2172,11.5695,0.6785,1.189,-2.3732,0.7853,-0.3495,16.4602,3.0411,3.2532,-2328652544,-814466432,-754541824,189.6229,130.9282,127.1412,10.6496,1.1916,0.3488,-2.1984,0.5275,2.0746,15.5544,2.292,5.3565,-1920055424,-847412352,-794210368,0.5687,0.5932,0.6881,0.0719,0.0752,0.0867,-0.9673,-0.9814,-1.0619,11.3893,11.4385,10.937,1804.9337,1810.7474,1713.7555,100.4936,100.6473,104.2189,0.3267,0.0183,0.4087,103.4826,64.3018,62.1066,94.7535,65.4663,63.5712,0.2841,0.2963,0.3437,Jasmine
